INSTNM,CITY,STABBR,ZIP,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,NPT4_PUB,NPT4_PRIV,TUITIONFEE_PROG,PCTPELL,PCTFLOAN,DEBT_MDN,GRAD_DEBT_MDN_SUPP,ADM_RATE,SAT_AVG,AVGFACSAL,UGDS,C150_4,RET_FT4,CDR3,MD_EARN_WNE_P10
University of Wisconsin-Madison,Madison,WI,53706-1380,1,11205.0,40603.0,27770.0,16928.0,,,0.1532,0.217,18058,20484,0.4335,1402.0,15075.0,35665.0,0.8933,0.9453,0.0,73792.0
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,1,10020.0,22020.0,22174.0,16177.0,,,0.3019,0.4378,15250,23000,0.8844,1090.0,9711.0,16762.0,0.5119,0.7206,0.0,54990.0
University of Wisconsin-Platteville,Platteville,WI,53818-3099,1,8315.0,17274.0,20049.0,14754.0,,,0.2104,0.4385,15000,21977,0.8726,1190.0,7789.0,5928.0,0.6154,0.8006,0.0,61760.0
University of Wisconsin-River Falls,River Falls,WI,54022-5001,1,8606.0,16887.0,19576.0,14714.0,,,0.2048,0.4491,14865,20500,0.8162,1120.0,8576.0,4152.0,0.6088,0.7282,0.0,54458.0
University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,1,8834.0,17854.0,18804.0,13726.0,,,0.2777,0.4983,14674,21503,0.9014,1120.0,7815.0,7104.0,0.5596,0.7544,0.0,52021.0
Casper College,Casper,WY,82601-4699,1,4410.0,10710.0,13593.0,8759.0,,,0.2335,0.1412,6500,9534,,,7148.0,2239.0,,,0.0,40935.0
Central Wyoming College,Riverton,WY,82501,1,4680.0,10980.0,17894.0,13622.0,,,0.1768,0.0837,5500,8361,,,6846.0,981.0,0.4043,0.9,0.0,34402.0
Eastern Wyoming College,Torrington,WY,82240-1699,1,4290.0,10590.0,14943.0,4989.0,,,0.1337,0.0774,4500,7000,,,6177.0,489.0,,,0.0,37121.0
Laramie County Community College,Cheyenne,WY,82007-3299,1,4613.0,10913.0,12722.0,7143.0,,,0.2361,0.1804,7015,11000,,,8045.0,2563.0,0.3131,,0.0,44783.0
Northwest College,Powell,WY,82435-1898,1,4935.0,11235.0,15710.0,7394.0,,,0.1848,0.0991,6500,10000,,,7379.0,826.0,0.4375,,0.0,36950.0
Northern Wyoming Community College District,Sheridan,WY,82801,1,4830.0,11130.0,15914.0,8890.0,,,0.1746,0.1182,5500,8622,,,6623.0,1607.0,,,0.0,40477.0
Western Wyoming Community College,Rock Springs,WY,82901,1,4250.0,10550.0,15333.0,8420.0,,,0.1752,0.1343,4500,9000,,,7089.0,1289.0,0.3333,0.5,0.0,40939.0
Cheeks Beauty Academy,Cheyenne,WY,82001-4413,3,,,,,11035.0,17300.0,0.72,0.68,6333,7000,,,,38.0,,,0.0,25459.0
WyoTech,Laramie,WY,82070-9519,3,,,,,42574.0,31750.0,0.427,0.7089,6800,6800,,,5588.0,1204.0,,,0.0,50167.0
University of Wyoming,Laramie,WY,82071,1,6938.0,22718.0,22371.0,11779.0,,,0.2218,0.2828,12000,18000,0.9741,,10701.0,8047.0,0.5985,0.7749,0.0,56880.0
American Samoa Community College,Pago Pago,AS,96799-2609,1,5460.0,5760.0,10560.0,4812.0,,,0.6717,0.0,PS,PS,,,5100.0,884.0,0.4774,,,30087.0
Guam Community College,Mangilao,GU,96913,1,3414.0,4614.0,10615.0,4620.0,,,0.5229,0.0,PS,PS,,,7140.0,1263.0,0.224,,,27820.0
University of Guam,Mangilao,GU,96923,1,6110.0,11414.0,15155.0,9424.0,,,0.311,0.1203,12500,16786,,,10096.0,2573.0,0.4211,0.7563,0.0,35946.0
Northern Marianas College,Saipan,MP,96950-1250,1,4038.0,5520.0,9939.0,2795.0,,,0.7371,0.0,PS,PS,,,5000.0,1236.0,0.4216,0.5926,,27836.0
Institute of Beauty Careers,Arecibo,PR,00613,3,,,,,5162.0,10640.0,0.8045,0.0,PS,PS,,,,132.0,,,,17713.0
American Educational College,Bayamon,PR,00961,3,8306.0,8306.0,10472.0,,6906.0,,0.9855,0.0,PS,PS,,,,231.0,,,,17172.0
Antilles School of Technical Careers,San Juan,PR,00909,3,,,,,4817.0,12480.0,0.739,0.0,PS,PS,,,,348.0,,,,21766.0
Universidad Adventista de las Antillas,Mayaguez,PR,00680-0000,2,8050.0,8050.0,14855.0,,8471.0,,0.804,0.245,11725,15750,1.0,,3119.0,769.0,0.4603,0.7614,0.0,28465.0
Atlantic University,Guaynabo,PR,00970,2,8280.0,8280.0,12363.0,,6305.0,,0.8351,0.071,4500,5457,,,2721.0,1517.0,0.3574,0.7305,0.0,25272.0
Universidad Central de Bayamon,Bayamón,PR,00960-1725,2,5986.0,5986.0,11164.0,,4285.0,,0.8331,0.1538,7250,9393,0.8636,,2838.0,594.0,0.3789,0.7971,0.0,25021.0
Columbia Central University-Caguas,Caguas,PR,00726,3,7314.0,7314.0,12377.0,,4181.0,,0.8082,0.1722,5001,6148,,,2483.0,2494.0,0.5386,0.4583,0.0,23134.0
Albizu University-San Juan,San Juan,PR,00902-3711,2,7797.0,7797.0,19676.0,,10933.0,,0.6913,0.266,5000,5500,1.0,,4198.0,758.0,0.69,0.7919,0.0,41544.0
Caribbean University-Bayamon,Bayamon,PR,00960-0493,2,5966.0,5966.0,9748.0,,6392.0,,0.7546,0.1127,7000,10500,,,2398.0,623.0,0.367,0.6528,0.0,22842.0
Caribbean University-Carolina,Carolina,PR,00985,2,5966.0,5966.0,10784.0,,7635.0,,0.7176,0.1527,7000,10500,,,2100.0,113.0,0.44,0.5714,0.0,22842.0
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,00614-4045,2,6238.0,6238.0,16058.0,,9421.0,,0.7597,0.3344,11337,15500,0.8538,,4240.0,273.0,0.3919,0.8235,0.0,24908.0
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,00717-9997,2,6340.0,6340.0,17106.0,,10082.0,,0.8137,0.3163,11337,15500,0.9033,1285.0,4506.0,3827.0,0.4794,0.7893,0.0,24908.0
CEM College-San Juan,San Juan,PR,00926-1931,3,12900.0,12900.0,18668.0,,14817.0,,0.8952,0.1429,3700,5000,,,,178.0,0.2584,0.5,0.0,21033.0
Universidad Teologica del Caribe,Trujillo Alto,PR,00978-0901,2,6660.0,6660.0,14285.0,,11987.0,,0.5836,0.4413,5750,PS,,,1026.0,192.0,0.2105,1.0,0.0,23536.0
Colegio Universitario de San Juan,San Juan,PR,00918,1,2340.0,2340.0,6362.0,200.0,,,0.7768,0.0,PS,PS,0.8088,,3145.0,542.0,0.3013,0.7647,,26510.0
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,00926-2602,2,6920.0,6920.0,14154.0,,7559.0,,0.6885,0.3596,10006,14250,,,4172.0,4579.0,0.3111,0.7037,0.0,24490.0
Puerto Rico Conservatory of Music,San Juan,PR,00907-3373,1,3370.0,3370.0,7920.0,5244.0,,,0.6598,0.1306,8750,8875,0.8101,,3701.0,295.0,0.5714,1.0,0.0,19474.0
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,00901,2,,,,,,,,,PS,PS,,,,,,,0.0,
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,00685,2,7050.0,14125.0,13701.0,,4496.0,,0.6342,0.4383,10500,14000,0.9615,,2727.0,968.0,0.3727,0.7273,0.0,22844.0
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,00680-4222,3,,,,,3772.0,11154.0,0.8601,0.0,PS,PS,,,,237.0,,,,14827.0
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,00902-1112,1,4902.0,8502.0,8277.0,5231.0,,,0.7689,0.0,PS,PS,1.0,985.0,2842.0,497.0,0.4493,0.76,,21790.0
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,00674-1091,1,1600.0,1600.0,5684.0,2407.0,,,0.906,0.0,PS,PS,1.0,,3415.0,297.0,,,,26293.0
Huertas College,Caguas,PR,00725,3,8520.0,8520.0,14265.0,,9104.0,,0.7908,0.2066,6625,7500,,,2765.0,460.0,0.5811,0.5,0.0,22927.0
Humacao Community College,Humacao,PR,00791,2,6560.0,6560.0,9849.0,,2879.0,,0.9673,0.0,PS,PS,,,2735.0,207.0,0.5493,0.0,,20064.0
ICPR Junior College-Arecibo,Arecibo,PR,00614-0067,3,8060.0,8060.0,13056.0,,4863.0,,0.9663,0.0,PS,PS,,,2497.0,348.0,,,,18694.0
ICPR Junior College-Mayaguez,Mayaguez,PR,00681-1108,3,8060.0,8060.0,13419.0,,5426.0,,0.9424,0.0029,PS,PS,,,2699.0,429.0,,,,18694.0
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,00784-0000,1,1618.0,1618.0,9568.0,3510.0,,,0.9256,0.0,PS,PS,0.8471,,6361.0,262.0,,,,26293.0
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,00924,1,3707.0,3707.0,4274.0,1067.0,,,0.7212,0.0,PS,PS,0.76,,3294.0,190.0,,,,26293.0
Inter American University of Puerto Rico-San German,San German,PR,00683,2,5580.0,5580.0,15442.0,,9034.0,,0.8245,0.119,7000,8500,0.5067,,5800.0,2641.0,0.4272,0.7872,0.0,25416.0
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,00603,2,5542.0,5542.0,14449.0,,7607.0,,0.8396,0.1166,5500,6250,0.4674,,5030.0,3002.0,0.3871,0.7457,0.0,24776.0
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,00614,2,5580.0,5580.0,14628.0,,8036.0,,0.8139,0.1354,6750,9000,0.3778,,5516.0,2275.0,0.3537,0.75,0.0,24539.0
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,00794,2,5542.0,5542.0,14358.0,,7382.0,,0.889,0.111,3500,5200,0.6583,,5016.0,919.0,0.3837,0.7748,0.0,23204.0
Inter American University of Puerto Rico-Metro,San Juan,PR,00919,2,5580.0,5580.0,15252.0,,8964.0,,0.6592,0.1815,8666,10975,0.6644,,5891.0,2692.0,0.316,0.7296,0.0,30821.0
Inter American University of Puerto Rico-Ponce,Mercedita,PR,00715-1602,2,5580.0,5580.0,14845.0,,8245.0,,0.8194,0.1803,4850,6375,0.7029,,5563.0,2602.0,0.4311,0.7643,0.0,26721.0
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,00738-7003,2,5580.0,5580.0,14991.0,,8787.0,,0.8348,0.1338,5500,5750,0.3556,,5182.0,1149.0,0.3285,0.6914,0.0,23132.0
Inter American University of Puerto Rico-Guayama,Guayama,PR,00784,2,5580.0,5580.0,15791.0,,8932.0,,0.752,0.2648,6775,9500,0.485,,4726.0,1661.0,0.3936,0.8063,0.0,25827.0
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,00957-6257,2,5580.0,5580.0,14935.0,,8783.0,,0.8089,0.1439,5500,8250,0.3642,,5500.0,3453.0,0.3301,0.7149,0.0,29936.0
Inter American University of Puerto Rico-School of Law,San Juan,PR,00936-8351,2,,,,,,,,,PS,PS,,,9640.0,,,,0.0,
Liceo de Arte y Tecnologia,San Juan,PR,00917,3,8325.0,8325.0,23374.0,,17134.0,,0.8582,0.1064,3599,4293,,,,495.0,,,0.0,26733.0
Modern Hairstyling Institute-Bayamon,Bayamon,PR,00961,3,,,,,5532.0,9800.0,0.9612,0.0,PS,PS,0.9286,,,197.0,,,,17105.0
Modern Hairstyling Institute-Arecibo,Arecibo,PR,00612,3,,,,,5424.0,9800.0,0.9,0.0,PS,PS,0.7826,,,64.0,,,,15266.0
NUC University,Bayamon,PR,00960,3,8054.0,9884.0,13778.0,,5732.0,,0.7146,0.3517,9500,9500,,,2537.0,25881.0,0.5618,0.5575,0.0,24785.0
Ponce Health Sciences University,Ponce,PR,00716-2347,3,,,,,,,,,15500,PS,,,5807.0,,,,0.0,
University of Puerto Rico-Aguadilla,Aguadilla,PR,00604-1309,1,5954.0,5954.0,14727.0,8142.0,,,0.8196,0.0625,5500,5500,0.8174,921.0,5976.0,1847.0,0.4766,0.9788,0.0,27997.0
University of Puerto Rico-Arecibo,Arecibo,PR,00614-4010,1,5324.0,5324.0,18320.0,11759.0,,,0.8571,0.0449,4500,4500,0.6226,,8055.0,2788.0,0.5068,0.7875,0.0,30512.0
University of Puerto Rico-Bayamon,Bayamon,PR,00959,1,6284.0,6284.0,12527.0,9657.0,,,0.7793,0.0443,5500,5500,0.9245,,5674.0,2967.0,0.3141,0.7846,0.0,34409.0
University of Puerto Rico-Carolina,Carolina,PR,00984-4800,1,7986.0,7986.0,21072.0,14072.0,,,0.7419,0.0352,4500,5500,0.5273,904.0,7457.0,2367.0,0.4023,0.7576,0.0,30626.0
University of Puerto Rico at Cayey,Cayey,PR,00737-2230,1,5354.0,5354.0,15746.0,9148.0,,,0.7568,0.0393,5000,5000,0.9584,978.0,5705.0,2201.0,0.4861,0.7884,0.0,30958.0
University of Puerto Rico-Humacao,Humacao,PR,00792,1,5364.0,5364.0,19404.0,13487.0,,,0.7935,0.0319,5500,5500,0.5849,,5794.0,2555.0,0.5293,0.748,0.0,29521.0
University of Puerto Rico-Utuado,Utuado,PR,00641,1,5354.0,5354.0,18868.0,12386.0,,,0.815,0.0925,3500,3500,0.6411,,8231.0,310.0,0.2457,0.6,0.0,23906.0
University of Puerto Rico-Mayaguez,Mayaguez,PR,00681,1,5274.0,5274.0,19190.0,12684.0,,,0.6456,0.0875,8000,8250,0.5217,,8597.0,9564.0,0.4696,0.8421,0.0,48992.0
University of Puerto Rico-Medical Sciences,San Juan,PR,00936-5067,1,,,,,,,0.6629,0.2083,5500,PS,,,7145.0,224.0,,,0.0,45953.0
University of Puerto Rico at Ponce,Ponce,PR,00716-9996,1,5354.0,5354.0,14399.0,7455.0,,,0.8113,0.0675,5500,5500,0.5614,,5768.0,2276.0,0.5058,0.8029,0.0,31394.0
University of Puerto Rico-Rio Piedras,San Juan,PR,00931-0000,1,5324.0,5324.0,13337.0,6507.0,,,0.6475,0.0555,5500,5500,0.532,,6119.0,8748.0,0.5248,0.7986,0.0,35723.0
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,00985-0985,2,6920.0,6920.0,13837.0,,7569.0,,0.699,0.301,10000,14500,,,3971.0,4383.0,0.3641,0.6991,0.0,24328.0
Universidad del Sagrado Corazon,Santurce,PR,00907,2,6360.0,6360.0,19550.0,,13024.0,,0.7081,0.2192,11250,16250,0.5341,,4089.0,4042.0,0.436,0.7909,0.0,31754.0
